nombre_region;codigo_region;nombre_comuna;codigo_comuna;lista;pacto;nombres;primer_apellido;votos;genero
La Araucanía;9;Lautaro;9108;Z;CHILE VAMOS;RICARDO;JARAMILLO;10640;masculino
La Araucanía;9;Lonquimay;9205;Z;CHILE VAMOS;EDUARDO;YAÑEZ;4310;masculino
La Araucanía;9;Los Sauces;9206;ZZI;INDEPENDIENTES;VICTOR HUGO;GONZALEZ;3670;masculino
La Araucanía;9;Lumaco;9207;Z;CHILE VAMOS;RICHARD;LEONELLI;4993;masculino
La Araucanía;9;Melipeuco;9110;H;CONTIGO CHILE MEJOR;ALEJANDRO;CUMINAO;3472;masculino
La Araucanía;9;Perquenco;9113;H;CONTIGO CHILE MEJOR;ALEJANDRO;SEPULVEDA;3076;masculino
La Araucanía;9;Purén;9208;Z;CHILE VAMOS;FRANN;BARBIERI;4688;femenino
La Araucanía;9;Renaico;9209;Z;CHILE VAMOS;CLAUDIO;MUSRE;3198;masculino
La Araucanía;9;Traiguén;9210;Z;CHILE VAMOS;LUIS;ALVAREZ;6337;masculino
La Araucanía;9;Victoria;9211;ZZI;INDEPENDIENTES;JAVIER ALEJANDRO;JARAMILLO;7293;masculino
La Araucanía;9;Vilcún;9119;Z;CHILE VAMOS;KATHERINNE;MIGUELES;9837;femenino
La Araucanía;9;Carahue;9102;ZZI;INDEPENDIENTES;HELMUTH;MARTINEZ;7174;masculino
La Araucanía;9;Cholchol;9121;Z;CHILE VAMOS;ALVARO;LABRAÑA;6312;masculino
La Araucanía;9;Cunco;9103;ZZI;INDEPENDIENTES;CRISTIAN;MORAGA;5616;masculino
La Araucanía;9;Curarrehue;9104;ZZI;INDEPENDIENTES;DANIEL;PARRA;2495;masculino
La Araucanía;9;Freire;9105;ZZI;INDEPENDIENTES;JOSE;COLIHUIL;7369;masculino
La Araucanía;9;Gorbea;9107;H;CONTIGO CHILE MEJOR;ANDRES;ROMERO;6191;masculino
La Araucanía;9;Loncoche;9109;H;CONTIGO CHILE MEJOR;ALEXIS ARTURO;PINEDA;7562;masculino
La Araucanía;9;Nueva Imperial;9111;H;CONTIGO CHILE MEJOR;CESAR;SEPULVEDA;10363;masculino
La Araucanía;9;Padre Las Casas;9112;ZZI;INDEPENDIENTES;MARIO HERNAN;GONZALEZ;16844;masculino
La Araucanía;9;Pitrufquén;9114;Z;CHILE VAMOS;JACQUELINE;ROMERO;9532;femenino
La Araucanía;9;Pucón;9115;Z;CHILE VAMOS;SEBASTIAN;ALVAREZ;9451;masculino
La Araucanía;9;Saavedra;9116;ZZI;INDEPENDIENTES;RICARDO;TRIPAINAO;3791;masculino
La Araucanía;9;Temuco;9101;H;CONTIGO CHILE MEJOR;ROBERTO FRANCISCO;NEIRA;96941;masculino
La Araucanía;9;Teodoro Schmidt;9117;Z;CHILE VAMOS;BALDOMERO;SANTOS;7305;masculino
La Araucanía;9;Toltén;9118;Z;CHILE VAMOS;GUILLERMO;MARTINEZ;4063;masculino
La Araucanía;9;Villarrica;9120;ZZI;INDEPENDIENTES;PABLO;ASTETE;20960;masculino
Los Lagos;10;Fresia;10104;H;CONTIGO CHILE MEJOR;MIGUEL;CARDENAS;4423;masculino
Los Lagos;10;Frutillar;10105;Z;CHILE VAMOS;JAVIER;ARISMENDI;7816;masculino
Los Lagos;10;Llanquihue;10107;H;CONTIGO CHILE MEJOR;VICTOR RUBEN;ANGULO;6252;masculino
Los Lagos;10;Los Muermos;10106;Z;CHILE VAMOS;EMILIO;GONZALEZ;7634;masculino
Los Lagos;10;Osorno;10301;ZZI;INDEPENDIENTES;JAIME ALBERTO;BERTIN;28901;masculino
Los Lagos;10;Puerto Octay;10302;Z;CHILE VAMOS;MARIA ELENA;OJEDA;3008;femenino
Los Lagos;10;Puerto Varas;10109;ZZI;INDEPENDIENTES;TOMAS ANDRES;GARATE;19401;masculino
Los Lagos;10;Purranque;10303;Y;REPUBLICANOS E INDEPENDIENTES;ALICIA DEL CARMEN;VILLAR;5519;femenino
Los Lagos;10;Puyehue;10304;Z;CHILE VAMOS;JIMENA;NUÑEZ;4761;femenino
Los Lagos;10;Río Negro;10305;Z;CHILE VAMOS;SEBASTIAN;CRUZAT;6981;masculino
Los Lagos;10;San Juan de la Costa;10306;H;CONTIGO CHILE MEJOR;JOSE LUIS;MUÑOZ;2142;masculino
Los Lagos;10;San Pablo;10307;H;CONTIGO CHILE MEJOR;MARCO ANTONIO;CARRILLO;3943;masculino
Los Lagos;10;Ancud;10202;ZZI;INDEPENDIENTES;ANDRES ANTONIO;OJEDA;13670;masculino
Los Lagos;10;Calbuco;10102;ZZI;INDEPENDIENTES;MARCO ANDRES;SILVA;8464;masculino
Los Lagos;10;Castro;10201;H;CONTIGO CHILE MEJOR;BALTAZAR;ELGUETA;15256;masculino
Los Lagos;10;Chaitén;10401;Z;CHILE VAMOS;CLARA;LAZCANO;2180;femenino
Los Lagos;10;Chonchi;10203;Z;CHILE VAMOS;FERNANDO;OYARZUN;7271;masculino
Los Lagos;10;Cochamó;10103;ZZI;INDEPENDIENTES;FRANCISCO JAVIER;DONOSO;1122;masculino
Los Lagos;10;Curaco de Vélez;10204;H;CONTIGO CHILE MEJOR;JAVIERA;YAÑEZ;2512;femenino
Los Lagos;10;Dalcahue;10205;Z;CHILE VAMOS;ALEJANDRA;VILLEGAS;2931;femenino
Los Lagos;10;Futaleufú;10402;ZZI;INDEPENDIENTES;FERNANDO ERWIN;GRANDON;1095;masculino
Los Lagos;10;Hualaihué;10403;ZZI;INDEPENDIENTES;CRISTINA;ESPINOZA;4640;femenino
Los Lagos;10;Maullín;10108;Z;CHILE VAMOS;NABIH;SOZA;7142;masculino
Los Lagos;10;Palena;10404;Z;CHILE VAMOS;JULIO;DELGADO;795;masculino
Los Lagos;10;Puerto Montt;10101;Z;CHILE VAMOS;RODRIGO;WAINRAIHGT;89877;masculino
Los Lagos;10;Puqueldón;10206;Y;REPUBLICANOS E INDEPENDIENTES;ALEJANDRO ARIEL;CARDENAS;926;masculino
Los Lagos;10;Queilén;10207;H;CONTIGO CHILE MEJOR;MARCOS;VARGAS;2430;masculino
Los Lagos;10;Quellón;10208;ZZI;INDEPENDIENTES;CLAUDIO JORGE;BARUDY;3669;masculino
Los Lagos;10;Quemchi;10209;H;CONTIGO CHILE MEJOR;JAVIER;UGARTE;2481;masculino
Los Lagos;10;Quinchao;10210;H;CONTIGO CHILE MEJOR;RENE;GARCES;2401;masculino
Aysén del General Carlos Ibáñez del Campo;11;Aysén;11201;Z;CHILE VAMOS;LUIS;MARTINEZ;9295;masculino
Aysén del General Carlos Ibáñez del Campo;11;Chile Chico;11401;ZZI;INDEPENDIENTES;ARIEL;KEIM;1850;femenino
Aysén del General Carlos Ibáñez del Campo;11;Cisnes;11202;Z;CHILE VAMOS;FRANCISCO;RONCAGLIOLO;1955;masculino
Aysén del General Carlos Ibáñez del Campo;11;Cochrane;11301;Z;CHILE VAMOS;PATRICIO;ULLOA;1195;masculino
Aysén del General Carlos Ibáñez del Campo;11;Coyhaique;11101;H;CONTIGO CHILE MEJOR;CARLOS;GATICA;13292;masculino
Aysén del General Carlos Ibáñez del Campo;11;Guaitecas;11203;Z;CHILE VAMOS;BANS;PUINAO;583;masculino
Aysén del General Carlos Ibáñez del Campo;11;Lago Verde;11102;H;CONTIGO CHILE MEJOR;CLAUDIA ANDREA;VALDES;506;femenino
Aysén del General Carlos Ibáñez del Campo;11;O'Higgins;11302;H;CONTIGO CHILE MEJOR;CLAUDIO;FICA;185;masculino
Aysén del General Carlos Ibáñez del Campo;11;Río Ibáñez;11402;Z;CHILE VAMOS;MARCELO;JELVEZ;1151;masculino
Aysén del General Carlos Ibáñez del Campo;11;Tortel;11303;ZZI;INDEPENDIENTES;MARISELA CLORINDA;JIMENEZ;271;femenino
Magallanes y de la Antártica Chilena;12;Antártica;12202;H;CONTIGO CHILE MEJOR;PATRICIO;FERNANDEZ;13;masculino
Magallanes y de la Antártica Chilena;12;Cabo de Hornos;12201;H;CONTIGO CHILE MEJOR;PATRICIO;FERNANDEZ;674;masculino
Magallanes y de la Antártica Chilena;12;Laguna Blanca;12102;H;CONTIGO CHILE MEJOR;FERNANDO;OJEDA;265;masculino
Magallanes y de la Antártica Chilena;12;Natales;12401;ZZI;INDEPENDIENTES;ANA ESTER;MAYORGA;9437;femenino
Magallanes y de la Antártica Chilena;12;Porvenir;12301;H;CONTIGO CHILE MEJOR;JOSE GABRIEL;PARADA;1607;masculino
Magallanes y de la Antártica Chilena;12;Primavera;12302;Z;CHILE VAMOS;KARINA;FERNANDEZ;342;femenino
Magallanes y de la Antártica Chilena;12;Punta Arenas;12101;Z;CHILE VAMOS;CLAUDIO;RADONICH;51734;masculino
Magallanes y de la Antártica Chilena;12;Río Verde;12103;ZZI;INDEPENDIENTES;TATIANA;VASQUEZ;253;femenino
Magallanes y de la Antártica Chilena;12;San Gregorio;12104;H;CONTIGO CHILE MEJOR;JEANNETTE ISABEL;ANDRADE;132;femenino
Magallanes y de la Antártica Chilena;12;Timaukel;12303;Z;CHILE VAMOS;LUIS;BARRIA;329;masculino
Magallanes y de la Antártica Chilena;12;Torres del Paine;12402;Z;CHILE VAMOS;ANAHI;CARDENAS;665;femenino
Metropolitana de Santiago;13;La Granja;13111;ZZI;INDEPENDIENTES;CLAUDIO EUGENIO;ARRIAGADA;23129;masculino
Metropolitana de Santiago;13;Macul;13118;Y;REPUBLICANOS E INDEPENDIENTES;EDUARDO RENE;ESPINOZA;28747;masculino
Metropolitana de Santiago;13;Ñuñoa;13120;Z;CHILE VAMOS;SEBASTIAN;SICHEL;74473;masculino
Metropolitana de Santiago;13;Providencia;13123;Z;CHILE VAMOS;JAIME;BELLOLIO;63754;masculino
Metropolitana de Santiago;13;San Joaquín;13129;ZZI;INDEPENDIENTES;CRISTOBAL AMARO;LABRA;36783;masculino
Metropolitana de Santiago;13;Santiago;13101;Z;CHILE VAMOS;MARIO;DESBORDES;110881;masculino
Metropolitana de Santiago;13;La Reina;13113;Z;CHILE VAMOS;JOSE MANUEL;PALACIOS;47438;masculino
Metropolitana de Santiago;13;Las Condes;13114;ZZI;INDEPENDIENTES;CATALINA;SAN MARTIN;77660;femenino
Metropolitana de Santiago;13;Lo Barnechea;13115;Z;CHILE VAMOS;FELIPE;ALESSANDRI;38118;masculino
Metropolitana de Santiago;13;Peñalolén;13122;H;CONTIGO CHILE MEJOR;MIGUEL ANDRES;CONCHA;52435;masculino
Metropolitana de Santiago;13;Vitacura;13132;Z;CHILE VAMOS;CAMILA;MERINO;49945;femenino
Metropolitana de Santiago;13;La Florida;13110;Z;CHILE VAMOS;DANIEL;REYES;124713;masculino
Metropolitana de Santiago;13;La Pintana;13112;H;CONTIGO CHILE MEJOR;CLAUDIA;PIZARRO;38847;femenino
Metropolitana de Santiago;13;Pirque;13202;H;CONTIGO CHILE MEJOR;JAIME;ESCUDERO;14557;masculino
Metropolitana de Santiago;13;Puente Alto;13201;ZZI;INDEPENDIENTES;MATIAS JAIR;TOLEDO;172310;masculino
Metropolitana de Santiago;13;San José de Maipo;13203;H;CONTIGO CHILE MEJOR;ROBERTO;PEREZ;6127;masculino
Metropolitana de Santiago;13;El Bosque;13105;H;CONTIGO CHILE MEJOR;MANUEL FRANCISCO;ZUÑIGA;49269;masculino
Metropolitana de Santiago;13;La Cisterna;13109;H;CONTIGO CHILE MEJOR;JOEL ANDRES;OLMOS;19823;masculino
Metropolitana de Santiago;13;Lo Espejo;13116;H;CONTIGO CHILE MEJOR;JAVIERA PAZ;REYES;34705;femenino
Metropolitana de Santiago;13;Pedro Aguirre Cerda;13121;H;CONTIGO CHILE MEJOR;LUIS ALBERTO;ASTUDILLO;40832;masculino
Metropolitana de Santiago;13;San Miguel;13130;Z;CHILE VAMOS;CAROL;BOWN;23382;femenino
Metropolitana de Santiago;13;San Ramón;13131;H;CONTIGO CHILE MEJOR;GUSTAVO;TORO;24004;masculino
Metropolitana de Santiago;13;Alhué;13502;H;CONTIGO CHILE MEJOR;MARCELA;CHAMORRO;3490;femenino
Metropolitana de Santiago;13;Buin;13402;Z;CHILE VAMOS;MIGUEL;ARAYA;35150;masculino
Metropolitana de Santiago;13;Calera de Tango;13403;Z;CHILE VAMOS;HORTENSIA;MORA;9652;femenino
Metropolitana de Santiago;13;Curacaví;13503;ZZI;INDEPENDIENTES;CHRISTIAN;HERNANDEZ;10348;masculino
Metropolitana de Santiago;13;El Monte;13602;H;CONTIGO CHILE MEJOR;ZANDRA SOFIA;MAULEN;7593;femenino
Metropolitana de Santiago;13;Isla de Maipo;13603;Z;CHILE VAMOS;JUAN PABLO;OLAVE;17624;masculino
Metropolitana de Santiago;13;María Pinto;13504;Z;CHILE VAMOS;JESSICA;MUALIM;6946;femenino
Metropolitana de Santiago;13;Melipilla;13501;Z;CHILE VAMOS;PAULA;GARATE;39057;femenino
Metropolitana de Santiago;13;Padre Hurtado;13604;H;CONTIGO CHILE MEJOR;FELIPE;MUÑOZ;26418;masculino
Metropolitana de Santiago;13;Paine;13404;Z;CHILE VAMOS;RODRIGO;CONTRERAS;34381;masculino
Metropolitana de Santiago;13;Peñaflor;13605;Z;CHILE VAMOS;RODRIGO;CORNEJO;21101;masculino
Metropolitana de Santiago;13;San Bernardo;13401;H;CONTIGO CHILE MEJOR;CHRISTOPHER ANTONIO;WHITE;46910;masculino
Metropolitana de Santiago;13;San Pedro;13505;Z;CHILE VAMOS;MANUEL;DEVIA;2759;masculino
Metropolitana de Santiago;13;Talagante;13601;H;CONTIGO CHILE MEJOR;SEBASTIAN ENRIQUE;ROSAS;26289;masculino
Metropolitana de Santiago;13;Cerrillos;13102;ZZI;INDEPENDIENTES;JOHNNY;YAÑEZ;12037;masculino
Metropolitana de Santiago;13;Colina;13301;Z;CHILE VAMOS;ISABEL;VALENZUELA;56947;femenino
Metropolitana de Santiago;13;Estación Central;13106;H;CONTIGO CHILE MEJOR;FELIPE EDUARDO;MUÑOZ;42001;masculino
Metropolitana de Santiago;13;Lampa;13302;H;CONTIGO CHILE MEJOR;JONATHAN;OPAZO;19787;masculino
Metropolitana de Santiago;13;Maipú;13119;H;CONTIGO CHILE MEJOR;TOMAS;VODANOVIC;228779;masculino
Metropolitana de Santiago;13;Pudahuel;13124;H;CONTIGO CHILE MEJOR;ITALO ANDRES;BRAVO;87893;masculino
Metropolitana de Santiago;13;Quilicura;13125;H;CONTIGO CHILE MEJOR;PAULINA REBECA;BOBADILLA;44194;femenino
Metropolitana de Santiago;13;Tiltil;13303;Y;REPUBLICANOS E INDEPENDIENTES;CESAR EUGENIO;MENA;5147;masculino
Metropolitana de Santiago;13;Cerro Navia;13103;ZZI;INDEPENDIENTES;MAURO;TAMAYO;44746;masculino
Metropolitana de Santiago;13;Conchalí;13104;ZZI;INDEPENDIENTES;RENE;DE LA VEGA;27417;masculino
Metropolitana de Santiago;13;Huechuraba;13107;Z;CHILE VAMOS;MAXIMILIANO;LUKSIC;23969;masculino
Metropolitana de Santiago;13;Independencia;13108;Z;CHILE VAMOS;AGUSTIN;IGLESIAS;25839;masculino
Metropolitana de Santiago;13;Lo Prado;13117;H;CONTIGO CHILE MEJOR;MAXIMILIANO;RIOS;34278;masculino
Metropolitana de Santiago;13;Quinta Normal;13126;H;CONTIGO CHILE MEJOR;KARINA ANDREA;DELFINO;33647;femenino
Metropolitana de Santiago;13;Recoleta;13127;H;CONTIGO CHILE MEJOR;FARES MANUEL;JADUE;33031;masculino
Metropolitana de Santiago;13;Renca;13128;ZZI;INDEPENDIENTES;CLAUDIO NICOLAS;CASTRO;67398;masculino
Los Ríos;14;Corral;14102;Z;CHILE VAMOS;CLAUDIO;GONZALEZ;1700;masculino
Los Ríos;14;Futrono;14202;H;CONTIGO CHILE MEJOR;FERNANDO JAVIER;FLANDEZ;6188;masculino
Los Ríos;14;Lago Ranco;14203;Z;CHILE VAMOS;MIGUEL ANGEL;MEZA;7054;masculino
Los Ríos;14;Lanco;14103;H;CONTIGO CHILE MEJOR;JUAN;ROCHA;6725;masculino
Los Ríos;14;La Unión;14201;ZZI;INDEPENDIENTES;SATURNINO CASIMIRO;QUEZADA;6839;masculino
Los Ríos;14;Los Lagos;14104;Z;CHILE VAMOS;VICTOR;FRITZ;5562;masculino
Los Ríos;14;Máfil;14105;ZZI;INDEPENDIENTES;ANDRES;LARA;2021;masculino
Los Ríos;14;Mariquina;14106;Z;CHILE VAMOS;GUILLERMO ROLANDO;MITRE;8772;masculino
Los Ríos;14;Paillaco;14107;H;CONTIGO CHILE MEJOR;CRISTIAN;NAVARRETE;8241;masculino
Los Ríos;14;Panguipulli;14108;H;CONTIGO CHILE MEJOR;RODRIGO;VALDIVIA;9151;masculino
Los Ríos;14;Río Bueno;14204;Z;CHILE VAMOS;LUIS;REYES;9241;masculino
Los Ríos;14;Valdivia;14101;H;CONTIGO CHILE MEJOR;CARLA ANDREA;AMTMANN;40335;femenino
Arica y Parinacota;15;Arica;15101;ZZI;INDEPENDIENTES;ORLANDO SEVERO;VARGAS;41665;masculino
Arica y Parinacota;15;Camarones;15102;H;CONTIGO CHILE MEJOR;CRISTIAN;ZAVALA;1662;masculino
Arica y Parinacota;15;General Lagos;15202;Y;REPUBLICANOS E INDEPENDIENTES;ALEX FERNANDO;CASTILLO;281;masculino
Arica y Parinacota;15;Putre;15201;Z;CHILE VAMOS;JAVIER;TITO;1497;masculino
Ñuble;16;Bulnes;16102;Z;CHILE VAMOS;GONZALO;BUSTAMANTE;10486;masculino
Ñuble;16;Chillán;16101;H;CONTIGO CHILE MEJOR;CAMILO FRANCISCO;BENAVENTE;62077;masculino
Ñuble;16;Chillán Viejo;16103;ZZI;INDEPENDIENTES;JORGE ANDRES;DEL POZO;10288;masculino
Ñuble;16;Cobquecura;16202;ZZI;INDEPENDIENTES;JORGE EDUARDO;ROMERO;2784;masculino
Ñuble;16;Coelemu;16203;H;CONTIGO CHILE MEJOR;ALEJANDRO RODRIGO;PEDREROS;6134;masculino
Ñuble;16;Coihueco;16302;ZZI;INDEPENDIENTES;WILSON ENRIQUE;PALMA;6211;masculino
Ñuble;16;El Carmen;16104;Z;CHILE VAMOS;RENAN;CABEZAS;5657;masculino
Ñuble;16;Ninhue;16204;H;CONTIGO CHILE MEJOR;LUIS;MOLINA;3246;masculino
Ñuble;16;Ñiquén;16303;ZZI;INDEPENDIENTES;ARIEL IGNACIO;MIRANDA;3628;masculino
Ñuble;16;Pemuco;16105;Z;CHILE VAMOS;JOHNNSON;GUIÑEZ;3575;masculino
Ñuble;16;Pinto;16106;Y;REPUBLICANOS E INDEPENDIENTES;JAIRO;DEL PINO;5537;masculino
Ñuble;16;Portezuelo;16205;ZZI;INDEPENDIENTES;JUAN CARLOS;RAMIREZ;2873;masculino
Ñuble;16;Quillón;16107;ZZI;INDEPENDIENTES;FELIPE IGNACIO;CATALAN;5721;masculino
Ñuble;16;Quirihue;16201;Z;CHILE VAMOS;EDUARDO;REDLICH;5812;masculino
Ñuble;16;Ranquil;16206;Z;CHILE VAMOS;NICOLAS;TORRES;4416;masculino
Ñuble;16;San Carlos;16301;ZZI;INDEPENDIENTES;RUBEN;MENDEZ;7910;masculino
Ñuble;16;San Fabián;16304;ZZI;INDEPENDIENTES;CRISTOFER ANTONIO;VALDES;1818;masculino
Ñuble;16;San Ignacio;16108;Z;CHILE VAMOS;PATRICIO;SUAZO;5724;masculino
Ñuble;16;San Nicolás;16305;ZZI;INDEPENDIENTES;VICTOR RAMON;TORO;5608;masculino
Ñuble;16;Treguaco;16207;ZZI;INDEPENDIENTES;JORGE;MORALES;2903;masculino
Ñuble;16;Yungay;16109;H;CONTIGO CHILE MEJOR;RAFAEL;CIFUENTES;4010;masculino
